Property Name,Tax Parcel,Property Type,Address,Gross Area (sq ft),Property Uses,Total Site Energy (kBTU),% Electricity,% Gas,% Steam,% Fuel Oil,% District Hot Water,% District Chilled Water,"% Other (Diesel #2, Kerosene, Propane or Other Fuel)",Onsite Renewable (kWh),ENERGY STAR Score
921 Boylston St.,503103000,College/University,921 Boylston Street,58390,College/University,3316104.5,0.4461,0.5539,,,,,,,
8 Fenway,401795000,College/University,8 The Fenway ,46142,College/University,4075453.4,0.513,0.9487,,,,,,,
56 Roland Street,202125000,Office,56 Roland Street,132279,"Data Center, Laboratory, Office, Parking, Veterinary Office",10990360.8,0.7639,0.2361,,,,,,,52
100 Federal St.,304410000,Office,100 Federal St.,1620278,"Data Center, Office, Other - Restaurant/Bar, Parking",98492018.4,0.5334,0.15,0.4651,,,,,,82
Residence inn seaport by marriott,602653010,Hotel,370 Congress St,5000,Hotel,Not Available,,,,,,,,,
Ulin House: 30 Wallingford Rd.,2102565015,Multifamily Housing,30 Wallingford Rd,140889,Multifamily Housing,11784962.5,0.1945,0.855,,,,,,,80
Leventhal/Weinberg: Weinberg House,2102551000,Multifamily Housing,132 Chestnut Hill Avenue,58480,Multifamily Housing,3288251,0.464,0.536,,,,,,,63
Leventhal/Weinberg: Leventhal House,2102565010,Multifamily Housing,40 Wallingford Road,158387,Multifamily Housing,14966066.9,0.274,0.7296,,,,,,,26
Kurlat House: 28 Wallingford Rd.,2102565020,Multifamily Housing,28 Wallingford Rd.,187656,Multifamily Housing,17790418.1,0.2669,0.7331,,,,,,,21
1000 Washington Boston Owner,306234010,Office,1000 Washington Street,242240,Office,19086479.6,0.735,0.2965,,,,,,,52
99 Chauncy Street,304504000,Office,99 Chauncy Street,108106,Office,4443431.8,0.447,0.5953,,,,,,,91
101 Summer Street,304578000,Office,101 Summer Street,52651,Office,4605585.8,0.4942,0.558,,,,,,,35
311 Summer St,602763010,Office,311 Summer St,57865,Office,3560099.6,0.6694,0.336,,,,,,,48
711 Atlantic Avenue,304309000,Office,711 Atlantic Avenue,91464,Office,5457784.5,0.5724,0.4276,,,,,,,61
100 Guest Street,2201905030,Office,100 Guest Street ,474082,"Office, Other - Restaurant/Bar, Parking, Retail Store",Not Available,,,,,,,,,
The Mecca at Grove Hall,1400641010,Other - Mall,456 - 474 Blue Hill Avenue,77161,Other - Mall,11420654,0.6568,0.3432,,,,,,,
126 Brookline Ave,504328000,Retail Store,126 Brookline Ave,61406,"Office, Retail Store",13255666.7,0.3774,0.6226,,,,,,,1
1249 Boylston Street,504205000,Office,1249 Boylston Street,37495,"Office, Retail Store",2991623.1,0.6927,0.373,,,,,,,
1255 Boylston Street,504206000,Retail Store,1255 Boylston Street,32776,"Office, Retail Store",1972050.8,0.923,0.797,,,,,,,44
178-179 Tremont Street,304884000,Office,178-179 Tremont Street,51161,Office,5274631.9,0.4857,0.5143,,,,,,,65
Covenant House,2101991000,Multifamily Housing,30 Washington St,140316,Multifamily Housing,12726939.5,0.2276,0.7724,,,,,,,66
Huntington Plaza,401484,Office,263-289 Huntington Avenue,87751,"Office, Restaurant, Retail Store",7087333.1,0.6874,0.3126,,,,,,,60
Pi Alley Garage,302875000,Parking,275 Washington St,248000,"Other, Parking",3874809.4,0.7427,0.2573,,,,,,,
1200 Commonwealth Ave,2101571000,Multifamily Housing,1200 Commonwealth Avenue,33824,Multifamily Housing,1442565.8,0.5734,0.4266,,,,,,,94
72 Gardner Street,2100542000,Multifamily Housing,72 Gardner Street,61020,Multifamily Housing,1392065,0.6215,0.3785,,,,,,,97
3/15 Lorraine Terrace,2101822000,Multifamily Housing,3/15 Lorraine Terrace,28116,Multifamily Housing,572193.2,0.7663,0.2337,,,,,,,100
36-44 Quint Ave,2100917000,Multifamily Housing,36-44 Quint Ave,51784,Multifamily Housing,3009788.7,0.1389,0.8611,,,,,,,88
70 Franklin Street,304646000,Office,70 Franklin Street,85072,Office,4960379.3,1,,,,,,,,53
40 Court Street,302855000,Office,40 Court Street,110005,"Office, Restaurant",8474475.5,0.376,0.195,0.429,,,,,,64
BROOKLINE ICE,801021050,Other - Utility,225 SOUTHHAMPTON ST,2000,Other - Utility,11129578.2,0.8868,0.1132,,,,,,,
"The Bostonian Boston, a Millennium Hotel",303365000,Hotel,26 North Street,204900,Hotel,10743513.7,0.5374,0.4626,,,,,,,96
Doubletree Suites,2200102000,Hotel,400 Soldiers Field Rd,244038,"Heated Swimming Pool, Hotel",10291379.4,0.7714,0.2286,,,,,,,97
Lincoln Plaza,304304400,Office,89 South Street,107432,Office,4599614.2,0.6812,0.3188,,,,,,,86
349 Washington,304729000,Retail Store,363 349 Washington Street,18047,Retail Store,97446.7,1,,,,,,,,100
1 Milk,304637010,Office,322 328 Washington St,44464,"Office, Retail Store",322550.4,0.14,0.9986,,,,,,,100
Atlantic Wharf,0302952018 0302952020 0302952022 0302952024,Office,280 Congress St.,1185188,"Data Center, Multifamily Housing, Office, Parking, Restaurant",65666189,0.7342,0.2658,,,,,,,73
695 Atlantic Ave,304302010,Office,695 Atlantic Ave,187000,"Data Center, Heated Swimming Pool, Office, Other, Restaurant",9299266.7,0.8584,0.1416,,,,,,,79
One Liberty Square,303833000,Office,One Liberty Square,173600,Office,5919827.9,1,,,,,,,,82
321 Summer Street,602764000,Office,321 Summer Street,97782,"Office, Parking",5571714.9,0.5314,0.4686,,,,,,,69
281 Summer Street,602703000,Office,273-281 Summer Street,168408,Office,706191.7,0.421,0.5979,,,,,,,100
198 Geneva Avenue,1400038000,Pre-school/Daycare,198 Geneva Avenue,40920,Pre-school/Daycare,4651820.4,0.3735,0.6265,,,,,,,
Judge Baker Children's Center,1001439001,Other - Education,53 Parker Hill Ave,72000,Other - Education,5997601.5,0.4344,0.5656,,,,,,,
Regina Cleri,300618000,Senior Care Community,60 Wm. Cardinal O'Connell Way,62470,Senior Care Community,Not Available,,,,,,,,,
Chiswick,2102229000,Multifamily Housing,69 Chiswick Road,40236,Multifamily Housing,2782463.2,0.29,,,0.7991,,,,,
Farrington/Highgate,21000669000,Multifamily Housing,33 Highgate Street,37792,Multifamily Housing,2552066.4,0.1433,0.8567,,,,,,,75
38 Hemenway,401395000,Multifamily Housing,38 Hemenway Street,35100,Multifamily Housing,2931389.5,0.1276,0.8724,,,,,,,85
AMS Realty Trust,2101597000,Multifamily Housing,1082 Commonwealth Avenue,25737,Multifamily Housing,2504593.2,0.1352,0.8648,,,,,,,66
Hanover,302391000,Multifamily Housing,216-228 Hanover Street,76200,"Multifamily Housing, Restaurant, Retail Store",7751314.6,0.512,0.9488,,,,,,,81
260 Franklin Street,304023000,Office,260 Franklin Street,405650,"Office, Parking",17401722.6,1,,,,,,,,72
399 Boylston,501230000,Office,399 Boylston St,290892,"Data Center, Office, Restaurant, Retail Store",11556904.6,0.9144,0.856,,,,,,,77
One Brigham Circle,1000649000,Mixed Use Property,1620 Tremont Street,372120,"Bank Branch, Medical Office, Office, Parking, Restaurant, Retail Store, Supermarket/Grocery Store",31071539.1,0.7951,0.249,,,,,,,35
Boston MA YTL,602640080,Hotel,65 Seaport Blvd,99000,Hotel,6948717.4,0.7332,0.2668,,,,,,,87
Boston Devonshire MA HC,303883000,Hotel,60 Devonshire St,82000,Hotel,6461749.6,0.648,0.3592,,,,,,,62
179 Lincoln S. (Energy Mngt. Ass.- S Di Giacomo),0305332-000,Office,179 Lincoln Street,253068,"Office, Parking",12811486.1,0.5324,0.4676,,,,,,,82
Harbor Seafood,602674003,Other,8 Seafood Way,71350,Other,5178173.9,1,,,,,,,,
855 Boylston Street-Gateway Longwood,503134000,Office,855 Boylston,170775,"Bank Branch, Office, Other, Parking",6406548.2,1,,,,,,,,73
Madison Washington II LLC,902478000,Office,2201 2209 Washington St,34119,Office,4361150.6,0.3817,0.6183,,,,,,,24
CQX LLC,2010652000,Retail Store,1580 VFW Parkway,107882,Retail Store,487766.6,0.843,0.1597,,,,,,,100
535 Boylston Street,501297000,Office,535 Boylston Street,104036,Office,6955389.8,0.5546,0.125,0.4329,,,,,,64
545 Boylston Street,501298000,Office,545 Boylston Street,97790,"Office, Restaurant",7160788.3,0.5669,,0.4331,,,,,,56
186 Lincoln Street,305340010,Office,186 Lincoln Street,74160,Office,1329084,0.4237,0.821,,0.4941,,,,,100
201-207 South Street,305348000,Office,201-207 South Street,85103,Office,3195560.5,0.3475,0.6525,,,,,,,93
18 Tremont Street,302859000,Office,18 Tremont Street,210669,Office,11332470.8,0.4146,0.926,0.4927,,,,,,78
The Residences at 210 South: 210 South Street,305358202,Multifamily Housing,210 South Street,92720,Multifamily Housing,2951648.4,0.4117,0.5883,,,,,,,98
99 Fulton Street: 99 Fulton Street,303604000,Multifamily Housing,99 Fulton Street,37000,Multifamily Housing,2272239.8,0.2758,,,0.7242,,,,,91
84 State Street,303680000,Office,84 State Street,133208,"Office, Other, Restaurant",5038964.6,0.7876,0.2124,,,,,,,83
James and Harrison Court Apartments - CO (jm23),801401300,Multifamily Housing,761 Harrison Ave,162561,"Multifamily Housing, Parking",9172501.8,0.5442,0.4558,,,,,,,71
26 West Street,304840000,Office,26 30 West Street,57593,"Office, Vocational School",2146011.5,0.7517,0.2483,,,,,,,
10 High St,304211000,Office,155 Federal St,116823,Office,948809,1,,,,,,,,100
155 Federal Street,304210000,Office,155 Federal St,190941,Office,3363003.5,1,,,,,,,,99
425 Medford Street,0201799000  0201798000,Distribution Center,425 Medford Street,464853,"Distribution Center, Parking",3495601.7,0.413,0.5987,,,,,,,94
465 Medford Street,0201804000 0201802000,Office,465 Medford Street,375351,"Office, Parking",8857835.7,0.4799,0.521,,,,,,,93
Schraffts Center,0201829000 0201829002,Office,529 Main Street,924154,"Office, Parking",28188843.9,0.725,0.275,,,,,,,88
"Hancock Village - Boston East and West (hc98,hn92)",2006994000,Multifamily Housing,298 Independence Dr,316623,"Multifamily Housing, Parking",20109821.3,0.1266,0.8734,,,,,,,59
Piano Craft Guild,901071000,Multifamily Housing,791 Tremont Street,237761,Multifamily Housing,14403843.9,0.2261,0.7739,,,,,,,61
25 Channel Center Condominium Trust,602751100,Multifamily Housing,25 Channel Center,131888,Multifamily Housing,6067735.3,0.6198,0.382,,,,,,,72
35 Channel Center Condominium Trust,602751300,Multifamily Housing,35 Channel Center,72193,Multifamily Housing,4952992.8,0.4612,0.5388,,,,,,,39
416 Marlborough Street Condominium Trust,503596000,Multifamily Housing,416 Marlborough Street,78100,Multifamily Housing,3389119.5,0.681,0.3919,,,,,,,82
50 Liberty Trust,602670450,Multifamily Housing,50 Liberty Drive,262367,Multifamily Housing,22543421,0.416,0.584,,,,,,,28
500 Atlantic Avenue Condo Association,302953010,Hotel,500 Atlantic Avenue,823108,"Hotel, Multifamily Housing, Parking",50371909.8,0.3653,0.771,0.5576,,,,,,56
75 Clarendon Street Condo Trust,501048000,Multifamily Housing,75 CLARENDON ST,46100,Multifamily Housing,2106154.6,0.7181,0.2819,,,,,,,71
Audubon Park Condo Trust,2100167000,Multifamily Housing,16 Miner St,84310,Multifamily Housing,3217713.5,0.5476,0.4524,,,,,,,88
Baker Square,1704031010,Multifamily Housing,1241 Adams Street,229178,Multifamily Housing,11685505.5,0.5347,0.4653,,,,,,,64
Battery Wharf Master Condo Assoc,303041300,Mixed Use Property,2 Battery Wharf,484673,"Hotel, Multifamily Housing, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc.), Retail Store",32547397,0.4751,0.5249,,,,,,,18
Broadluxe Condo Trust,304033010,Multifamily Housing,99 105 Broad St,45111,Multifamily Housing,3482179.9,0.4789,0.5211,,,,,,,21
Burroughs Wharf Condominium,303040000,Multifamily Housing,40 & 50 Battery Street,106921,Multifamily Housing,7782062.9,0.771,0.229,,,,,,,6
St. Anthony Shrine,304608000,Worship Facility,100 Arch Street,126573,Worship Facility,7531218.9,0.197,0.236,0.7794,,,,,,
33751-Boston Marriott Long Wharf,303020000,Hotel,296 State Street,350000,Hotel,20662395.8,0.7375,0.2625,,,,,,,88
42S22-W Boston Hotel & Residen RA,500075020,Hotel,100 Stuart Street,365106,"Hotel, Parking",32709363.3,0.331,0.463,0.656,,,,,,65
DAUGHTERS OF ST PAUL INC,1902625000,Mixed Use Property,50 ST PAULS AVENUE,174000,"Office, Residence Hall/Dormitory",9354722.7,0.1826,0.7352,,0.822,,,,,
Bell Olmsted Park,1001631000,Multifamily Housing,161 South Huntington Ave,239800,"Heated Swimming Pool, Multifamily Housing, Parking",9793561.8,0.455,0.5495,,,,,,,77
7 11 Lansdowne Street,504192000,Bar/Nightclub,7 11 Lansdowne Street,100038,"Bar/Nightclub, Office, Restaurant",103093.6,1,,,,,,,,
5 Royce Road,2101545000,Multifamily Housing,5 Royce Road,32350,Multifamily Housing,118297.5,1,,,,,,,,100
Franciscan Hospital For Children: Franciscan Hospital For Children,2101272000,Hospital (General Medical & Surgical),30 Warren Street,180280,Hospital (General Medical & Surgical),31878628,0.3959,0.641,,,,,,,98
20 Radcliffe Rd,2100964001,Multifamily Housing,20 Radcliffe Rd,36552,Multifamily Housing,2022789,0.288,0.712,,,,,,,81
Chestnut Hill Park Condominium Trust,2102333000,Multifamily Housing,"5 Braemore Rd, 324 CH. Hill Ave. 1868, 1870, 1872, 1874, 1880 Comm. Ave",89071,Multifamily Housing,7835095.2,0.1273,0.186,,0.8541,,,,,71
7-21 Aberdeen Street,2100139000,Multifamily Housing,7-21 Aberdeen Street,41814,Multifamily Housing,2671793,0.1979,0.336,,0.4715,,,,,92
Charlestown Navy Yard Rowhouses,203517500,Multifamily Housing,110 First Ave,45188,Multifamily Housing,3796713.4,1,,,,,,,,2
Hawthorne Place Condominium Trust,300475000,Multifamily Housing,2 & 9 Hawthorne Place,807122,"Multifamily Housing, Parking",33582906.7,0.313,0.6897,,,,,,,86
FOLIOBOSTON CONDOMINIUM TRUST,303990010,Multifamily Housing,80 Broad Street,323789,Multifamily Housing,9821775.7,0.468,0.5932,,,,,,,98
Hilton Boston Logan Airport (BOSLH),104102000,Hotel,One Hotel Drive,410000,Hotel,39348709.4,0.4379,0.5621,,,,,,,61
Church of the Covenant,501279000,Worship Facility,67 Newbury ST.,49500,Worship Facility,Not Available,,,,,,,,,
65 E. India Row,302970000,Multifamily Housing,65 E. India Row,406928,Multifamily Housing,17855373.1,0.3231,0.6769,,,,,,,93
85 E. India Row,302975000,Multifamily Housing,85 E. India Row,406928,Multifamily Housing,19782062.7,0.3958,0.642,,,,,,,81
Laconia Condominium Association,306395010,Multifamily Housing,1200 Washington Street,96000,Multifamily Housing,5438805.2,0.5613,0.4387,,,,,,,72
Mariner Condo Associates,303543000,Multifamily Housing,300 Commercial St,186285,Multifamily Housing,7064098.6,0.6755,0.3245,,,,,,,70
Metro Mark (Whole Building Tracking): Building A 3615 (Whole Building Tracking),1102617010,Multifamily Housing,3615 Washington Street,109288,Multifamily Housing,7221383.2,0.7628,0.2372,,,,,,,53
50 West Broadway (Whole Building Tracking): 50 West Broadway (Whole Building ...,600022010,Multifamily Housing,50 West Broadway,200755,Multifamily Housing,7449877.8,0.529,0.4791,,,,,,,90
Metro Mark (Whole Building Tracking): Building B 3611 (Whole Building Tracking),1102617010,Multifamily Housing,3611 Washington Street,229047,Multifamily Housing,6917434.1,0.5354,0.4646,,,,,,,100
26 West Broadway (Whole Building): 26 West Broadway (Whole Building),600026000,Multifamily Housing,26 West Broadway,30303,Multifamily Housing,3023861.1,0.3961,0.639,,,,,,,7
St. Kevin's (Whole Building Tracking): 516 Columbia Road (Whole Building Trac...,1301320010,Multifamily Housing,516 Columbia Road,25701,Multifamily Housing,1275913.6,0.4314,0.5686,,,,,,,86
Uphams Corner (Whole Building Tracking): 530 Columbia Road (Whole Building Tr...,1301316010,Multifamily Housing,530 Columbia Road,60843,Multifamily Housing,2546120.3,0.478,0.522,,,,,,,94
Adams Village (Whole Building Data): 725 Adams Street (Whole Building Tracking),1603457000,Multifamily Housing,725 Adams Street,34705,Multifamily Housing,1840257.9,0.2435,0.7565,,,,,,,91
McNamara House (Whole Building Tracking): McNamara House (Whole Building Trac...,2200864000,Multifamily Housing,210 Everett Street,63538,Multifamily Housing,3908804.3,0.149,0.851,,,,,,,95
Adams Village (Whole Building Data): 735 Adams Street (Whole Building Tracking),16034577000,Multifamily Housing,735 Adams Street,41395,Multifamily Housing,2489901,0.392,0.698,,,,,,,54
Parkside on Adams (Whole Building Tracking): Parkside on Adams (Whole Propert...,1904226000,Multifamily Housing,4236 Washington Street,38411,Multifamily Housing,1209878.1,1,,,,,,,,74
1943 Dot Ave (Whole Building Tracking): 1943 DOT Ave,1704530000,Multifamily Housing,1943 Dorchester Avenue,43836,Multifamily Housing,1322385.4,1,,,,,,,,96
St. Kevin's (Whole Building Tracking): 35 Bird Street (Whole Building Tracking),1301320010,Multifamily Housing,35 Bird Street,13510,Multifamily Housing,280548.3,1,,,,,,,,
Commonwealth Properties LP: 1800 Commonwealth Ave,2102302000,Multifamily Housing,1800 Commonwealth Avenue,32568,Multifamily Housing,2757684.9,0.129,0.871,,,,,,,73
Commonwealth Properties LP: 1810 Commonwealth Ave,2102301000,Multifamily Housing,1810 Commonwealth Avenue,27000,Multifamily Housing,2692171.1,0.178,0.8922,,,,,,,65
Commonwealth Properties LP: 2045 Commonwealth Avenue,2205301000,Multifamily Housing,2045 Commonwealth Avenue,27080,Multifamily Housing,2647655,0.1136,0.8864,,,,,,,31
Commonwealth Residence LLC: 1634 Commonwealth Avenue,2101997000,Multifamily Housing,1634 Commonwealth Avenue,24555,Multifamily Housing,2086682.7,0.1173,0.8827,,,,,,,34
Bancroft Realty LTD PTR: 88 Washington Street,2101915000,Multifamily Housing,88 Washington Street,18000,Multifamily Housing,2078250.7,0.148,0.8592,,,,,,,59
Commonwealth 1334 Associates LLC: 1334 Commonwealth Avenue,2101513000,Multifamily Housing,1334 Commonwealth Avenue,18000,Multifamily Housing,2289650,0.116,,,0.884,,,,,55
Washington Associates LLC: 116 Washington Street,2101900000,Multifamily Housing,116 Washington Street,22400,Multifamily Housing,2485741.9,0.1329,,,0.8671,,,,,66
Commonwealth Properties LP: 1820 Commonwealth Avenue,2102300000,Multifamily Housing,1820 Commonwealth Avenue,39921,Multifamily Housing,2680341.7,0.138,0.8962,,,,,,,90
Bancroft Realty LTD PTR: 1687 Commonwealth Avenue,2102648000,Multifamily Housing,1687 Commonwealth Avenue,27200,Multifamily Housing,2890120,0.926,,,0.974,,,,,61
Commonwealth Properties,2102304000,Multifamily Housing,66-70 Chiswick,36800,Multifamily Housing,3720325,0.12,0.88,,,,,,,39
Walbridge Brainerd,2101463000,Multifamily Housing,25 Walbridge St,24700,Multifamily Housing,4235066.6,0.142,0.8958,,,,,,,1
Park Associates,2100029000,Multifamily Housing,231 Park Drive,58002,Multifamily Housing,4395465.3,0.1519,0.8481,,,,,,,84
Bancroft,2102155000,Multifamily Housing,119-127 Sutherland,30600,Multifamily Housing,3201734.6,0.17,0.8993,,,,,,,50
Harbor Garage,302995000,Other,70 East India Row,364500,Other,3724209.4,1,,,,,,,,
Newcastle/Saranac: 609-627 Columbus Ave,901045000,Multifamily Housing,627 Columbus Ave,74156,Multifamily Housing,5818874.4,0.131,0.8699,,,,,,,33
Waterview - 1350 Columbia Rd,701436000,Multifamily Housing,1350 Columbia Rd,41739,Multifamily Housing,2511063.3,0.2453,0.7547,,,,,,,77
Newcastle/Saranac: 599 Columbus Ave (1-10),901006000,Multifamily Housing,599 Columbus Ave,35545,Multifamily Housing,3293496.7,0.1437,0.8563,,,,,,,41
Mason Place: 80 Mason St,304838000,Multifamily Housing,80 Mason St,134915,Multifamily Housing,9031617,0.2387,0.7613,,,,,,,68
Symphony East: 334 Massachusetts Ave,402295000,Multifamily Housing,334 Massachusetts Ave,154105,Multifamily Housing,10732173.7,0.3264,0.6736,,,,,,,64
Saint Botolph,402385000,Multifamily Housing,150 Saint Botolph Street,102004,Multifamily Housing,8541052,0.2393,0.767,,,,,,,39
Symphony West: 333 Massachusetts Ave,402277000,Multifamily Housing,333 Massachusetts Ave,174779,Multifamily Housing,11564761.3,0.4148,0.5852,,,,,,,59
The Stearns: 10 Temple Place,304794000,Multifamily Housing,10 Temple Pl,135344,Multifamily Housing,7119641.5,0.3793,0.627,,,,,,,81
