Property Name,Tax Parcel,Property Type,Address,Gross Area (sq ft),Property Uses,Total Site Energy (kBTU),% Electricity,% Gas,% Steam,% Fuel Oil,% District Hot Water,% District Chilled Water,"% Other (Diesel #2, Kerosene, Propane or Other Fuel)",Onsite Renewable (kWh),ENERGY STAR Score
Holden,200638000,K-12 School,8 Pearl St,11212,K-12 School,80164.9,0.920867986,,,,,,,,100
HOLLAND,1400030000,K-12 School,85 Olney St.,138585,"K-12 School, Swimming Pool",13641055.3,0.224750327,0.75593628,,,,,,,34
HOLMES,1700125000,K-12 School,40 School St,60280,K-12 School,3327590.1,0.14577541,0.84169775,,,,,,,83
Holmes Sports Center,402012000,College/University,331 Brookline Avenue,53100,College/University,2909638.4,0.804177462,0.126717396,,,,,,,
Holy Family Church,1301049000,Worship Facility,24 Hartford Street,36072,Worship Facility,Not Available,,,,,,,,,
Holy Name Parish School,2005897000,K-12 School,535 West Roxbury Parkway,118893,"K-12 School, Parking",6105211.3,0.099243622,0.892228136,,,,,,,78
HOLY SPIRIT ASSOCIATION,501489001,Worship Facility,46 Beacon St,35000,Worship Facility,1470334.7,0.068638141,0.200687367,,,,,,,49
Honan-Allston Branch,2200350010,Library,300 North Harvard St,20000,Library,2423773,0.31409422,0.658914799,,,,,,,
Honeywell 510 Building,603068000,Non-Refrigerated Warehouse,516 East Second Street #43,25000,Non-Refrigerated Warehouse,765169.9,0.342309975,,,,,,,,67
Hope in Dorchester,1402076000,Multifamily Housing,88 Nightingale Street,16475,"Multifamily Housing, Parking",784161.3,0.137436228,0.850753538,,,,,,,
Hostelling International - Boston,304925000,Hotel,19 Stuart Street,65000,"Bank Branch, Hotel",10484649.1,0.347043012,0.623134674,,,,,,,29
Hotel Commonwealth,503934020,Hotel,500 Commonwealth Avenue,205000,"Hotel, Parking",28246322.5,0.441160251,0.520929671,,,,,,,16
"HS 148SST, LLC",303751000,Office,148 State Street,64450,"Office, Restaurant",3375285,0.122145153,0.867358549,,,,,,,92
"HTA - St. Elizabeth's MOB 1, LLC",2101835200,Medical Office,11 Nevins Street,50676,Medical Office,3614443,0.920867396,,,,,,,,56
Huntington Avenue: 706 Huntington Avenue,1000131000,Multifamily Housing,706 Huntington Avenue,35502,Multifamily Housing,3630776.3,0.159257552,0.827057068,,,,,,,29
Huntington Hill East,1001783000,Multifamily Housing,238 South Huntington Ave,44320,Multifamily Housing,2755376.2,0.13676952,0.195799035,,,,,,,87
Huntington Plaza,401484,Office,263-289 Huntington Avenue,87751,"Office, Restaurant, Retail Store",10004791,0.605280804,0.34270581,,,,,,,29
HURLEY,900694000,K-12 School,70 Worcester St.,42043,K-12 School,3291022.6,0.117852832,0.872019779,,,,,,,60
Hyatt Regency Boston,304500100,Hotel,One Avenue De Lafayette,462684,"Hotel, Other, Restaurant, Swimming Pool",41011981.9,0.58820133,0.361252968,,,,,,,58
Hyatt Regency Boston,304500100,Hotel,One Avenue deLafayette,450000,"Hotel, Other - Restaurant/Bar, Swimming Pool",39052520.8,0.620313878,0.326380903,,,,,,,49
Hyde Park,,Other,1253-1263 Hyde Park Avenue,13758,Other,99811.2,0.920867859,,,,,,,,
Hyde Park Branch,1808971000,Library,35 Harvard Ave,30000,Library,1148037.1,0.92086745,,,,,,,,
Hyde Park Community Center,1809062000,Other - Recreation,1175 River St,40000,Other - Recreation,1204419,0.920867481,,,,,,,,
HYDE PARK HS,1807529000,K-12 School,655 Metropolitan Ave.,186589,K-12 School,15114195.7,0.210857214,0.771023271,,,,,,,44
"IM000106 - 32 George St, Boston, MA",800789000,Non-Refrigerated Warehouse,32 George St,242500,Non-Refrigerated Warehouse,2363861,0.45394787,0.507043138,,,,,,,95
Independence Wharf,302956000,Financial Office,470 Atlantic Avenue,336362,"Financial Office, Office, Parking",19336213.5,0.700542341,0.008213852,0.231044341,,,,,,78
Ink Block South End,306625000,Multifamily Housing,300 Harrison Ave,393839,"Bank Branch, Food Sales, Multifamily Housing, Parking, Retail Store",30090626.3,0.667677841,0.27494683,,,,,,,13
Institute of Contemporary Art Boston,0602671041 0602671042,Museum,25 Harbor Shore Dr.,65000,Museum,12371979.8,0.384287925,0.582689183,,,,,,,
Interdisciplinary Science & Engineering Comples (ISEC),901340000,College/University,805 Columbus Avenue,238608,College/University,33874280.2,0.388367744,0.578258785,,,,,,,
International Village,902704040,College/University,1155-1175 Tremont Street,495301,College/University,31975265.3,0.538074881,0.415686915,,,,,,,
IRVING,1904029000,K-12 School,105 Cummins HWY,110370,K-12 School,6526402.1,0.147944371,0.839342384,,,,,,,79
Isabella Stewart Gardner Museum,401837000,Museum,280 the Fenway,63000,Museum,6719905,0.177152158,0.807624691,,,,,,,
Isabella Stewart Gardner Museum,401836000,Museum,25 Evans Way,70000,Museum,11317861.5,0.708107419,0.23104302,,,,,,,
JACKSON MANN,2101095000,K-12 School,40 Armington St.,207798,K-12 School,22860992.9,0.16145054,0.824675585,,,,,,,22
Jamaica Plain - 48-56 School,1101481000,Multifamily Housing,48-56 School Street,15120,"Multifamily Housing, Parking",1221323.7,0.069495174,0.924532947,,,,,,,
Jamaica Plain Branch,1901289000,Library,12 Sedgewick St,9252,Library,716750.3,0.920867539,0,,,,,,,
Jamaica Plain Cohousing,1102178000 1102180010,Multifamily Housing,65 Cornwall St.,42519,Multifamily Housing,1626493.9,0.214309737,0.686858401,,,,,,38334,100
Jamaicaway Place Condo,1001609000,Multifamily Housing,40-50-60 Jamaicaway,25400,Multifamily Housing,2723568.5,0.135876113,0.852447735,,,,,,,39
Jamaicaway Tower and Townhouses,1002149000,Multifamily Housing,111 Perkins Street,445701,Multifamily Housing,7431831.9,0.884949604,0.039004327,,,,,,,100
James and Harrison Court Apartments,"0801401300		",Multifamily Housing,761 Harrison Ave,160836,"Multifamily Housing, Parking",14629618.3,0.560604231,0.391221547,,,,,,,9
Jamestown - 1 Design Center Boston,0602674012 0602674018,Other,1 Design Center Place,556340,"Office, Other, Restaurant",33154055.9,0.468453565,0.491290974,,,,,,,
Jamestown - 21-25 Drydock Ave Boston,602674013,Office,21-25 Drydock Ave,746766,"Non-Refrigerated Warehouse, Office",65043828.7,0.577867473,0.339130009,,,,,,635661,40
Jean Yawkey Center/Marian Hall,401847000,College/University,400R The Fenway,87877,"College/University, Parking",20107912.4,0.385561566,0.581306108,,,,,,,
JOKAM,1602618000,Office,74 Lawley Street,45724,Office,Not Available,,,,,,,,,
Jordan Hall,402246001,College/University,290 Huntington Ave,143000,College/University,11243323,0.35712886,0.61218211,,,,,,,
Jordan Lofts,306444000,Multifamily Housing,477 Harrison Avenue,34825,Multifamily Housing,356237.9,0.583527805,0.366328232,,,,,,,100
JP Center,1001850010,Supermarket/Grocery Store,75 Bickford Street,72450,"Medical Office, Parking, Supermarket/Grocery Store",Not Available,,,,,,,,,
JP Plaza,1001850100,Strip Mall,315 Centre Street,43792,"Parking, Strip Mall",3468017.5,0.619652093,0.327099589,,,,,,,
Judge Baker Children's Center,1001439001,Other - Education,53 Parker Hill Ave,72000,Other - Education,8039864.5,0.351483643,0.618312423,,,,,,,
Julia Martin House: Julia Martin House,1002334010,Multifamily Housing,90 Bickford St,44892,Multifamily Housing,2557527.6,0.374076279,0.593778382,,,,,,,66
Kasanof Homes,1200921000,Multifamily Housing,233 Blue Hill Ave,72608,"Multifamily Housing, Parking",4354043.3,0.502623282,0.454184964,,,,,,,34
Kelton Place Conodminium,2101821000,Other - Lodging/Residential,147 Kelton Street ,72941,Other - Lodging/Residential,1053973.2,0.689945892,0.250765389,,,,,,,
Kenmore Abbey,503924000,Multifamily Housing,488 Commonwealth Avenue,155251,"Multifamily Housing, Retail Store",12524981.3,0.289244523,0.685899938,,,,,,,
Kennedy Hall,401725000,College/University,115 Hemenway Street,46926,College/University,1738802.5,0.227463993,0.752989486,,,,,,,
KENNEDY JF,1002705000,K-12 School,7 Bolster St.,49194,K-12 School,2857014.6,0.127181725,0.861889155,,,,,,,82
KENNEDY PJ,106987000,K-12 School,343 Saratoga St.,36190,K-12 School,1702563.5,0.216663501,0.764718085,,,,,,,87
KENNEY,1603485000,K-12 School,19 Oakton Ave.,37578,K-12 School,1927922,0.168399598,0.817129479,,,,,,,86
KENT,202920000,K-12 School,50 Bunker Hill St.,93350,K-12 School,9802140.9,0.092992888,0.899015969,,,,,,,35
Keystone: 151 Hallet Street,1604327000,Multifamily Housing,151 Hallet St,229500,Multifamily Housing,Not Available,,,,,,,,,
KIC Dorcester LLC 815 Morton,1404048000,Multifamily Housing,819-815 Morton Street,18560,"Multifamily Housing, Parking",1323139.2,0.614145322,0.333079543,,,,,,,15
KIC Roxbury LLC,1101776000,Other - Specialty Hospital,45-59 Townsend Street,150000,Other - Specialty Hospital,1014421.5,0.724534056,0.213204669,,,,,,,
KILMER,2009606000,K-12 School,35 Baker St.,25068,K-12 School,1150996.3,0.233718872,0.746197012,,,,,,,87
KING,1400313000,K-12 School,77 Lawrence Ave.,113462,K-12 School,6025849.6,0.144899402,0.842648993,,,,,,,86
King Terminal,603405060,Office,60 K Street,222018,Office,16825034.9,0.281466929,0.694345864,,,,,,,
KRT Holdings LLC,503801000,Retail Store,375 Newbury Street,38380,Retail Store,1036191.4,0.920867441,,,,,,,,91
Laconia Condominium Association,306395010,Multifamily Housing,1200 Washington Street,96000,Multifamily Housing,6006643.2,0.420986577,0.542836954,,,,,,,76
Ladies Garment Workers Center,304959000,Other,33 Harrison Ave,60600,Other,431843.6,0.920867384,,,,,,,,
Lafayette City Center,304500200,Office,2 Avenue de Lafayette,621792,Office,781446.2,,1,,,,,,,100
Lafayette Lofts,304242000,Other - Lodging/Residential,88 Kingston Street,9999,Other - Lodging/Residential,3149666.1,0.380801889,0.586474833,,,,,,,
Landfall West Apartments 401 BORDER ST: 26291321003,103613000,Multifamily Housing,401 Border St.,51488,Multifamily Housing,874580.7,0.920867378,,,,,,,,100
Landmark Center,2100077000,Office,401 Park Drive,1003987,"Data Center, Non-Refrigerated Warehouse, Office, Other - Mall, Retail Store",76015668.2,0.586047905,0.363591439,,,,,,,65
Landmark Square,504311000,Multifamily Housing,75 Peterborough Street,204157,"Multifamily Housing, Parking",15615245.1,0.14501864,0.84251952,,,,,,,82
Langham Court,900660000,Multifamily Housing,26 Worcester St,107340,"Multifamily Housing, Parking",7089054.9,0.292982428,0.681840805,,,,,,,45
LATIN,401846000,K-12 School,78 Louis Pasteur Ave.,336545,K-12 School,20320270.3,0.253302784,0.724930234,,,,,,,67
LATIN ACADEMY,1201973000,K-12 School,205 Townsend St.,332366,K-12 School,14005643.8,0.251642665,0.726733012,,,,,,,90
Latin Academy I / New Girls Latin Academy,1704781102; 1704781104,Multifamily Housing,380 Talbot Avenue,79599,Multifamily Housing,8017769.6,0.286081051,0.689335236,,,,,,,15
Lavietes Pavilion,2200533000,Indoor Arena,45 North Harvard Street,31140,Indoor Arena,4551455.4,0.48137817,,0.477255715,,,,,,
LBB Apt - 102-112 Talbot,1402195000,Multifamily Housing,102-112 Talbot Avenue,24662,Multifamily Housing,2235662.1,0.262128221,0.715346474,,,,,,,
LEE,1402864000,K-12 School,155 Talbot Ave.,153460,"K-12 School, Swimming Pool",11009065,0.243520116,0.735553546,,,,,,,60
Lefavour Hall,401842000,College/University,2 Avenue Louis Pasteur,122900,College/University,Not Available,,,,,,,,,
"Legal Sea Foods, LLC",602674000,Distribution Center,1 Seafood Way,75000,Distribution Center,16918574.8,0.39248795,0.573784525,,,,,,,1
Leon Victor J TS,1201139000,Enclosed Mall,330 Martin Luther King Blvd,900000,"Enclosed Mall, Parking",9252935.7,0.87037431,0.054832111,,,,,,,
Leventhal House: 40 Wallingford Rd.,2102565010,Multifamily Housing,40 Wallingford Rd,158387,Multifamily Housing,15576958,0.290242412,0.684816284,,,,,,,21
Lewenberg,1405014000,K-12 School,20 Outlook Rd.,120944,K-12 School,6679073.3,0.198429259,0.784519164,,,,,,,79
LEWIS,1201737000,K-12 School,131 Walnut Ave.,76220,K-12 School,4034543.6,0.125707846,0.863489764,,,,,,,87
Liberty Mutual Tower,0501149000 0501150000 0501148000,Office,157 Berkeley Street,757241,"Office, Parking, Restaurant",52148699.3,0.53305277,0.42114059,,,,,,,78
Liberty Wharf-Boston Reporting,602673121,Restaurant,250 Northern Ave,75661,"Office, Parking, Restaurant",34339230.2,0.452208955,0.508931525,,,,,,,
LILLA FREDRICK,1400359000,K-12 School,264 Columbia Rd.,144008,K-12 School,11011489.3,0.374329253,0.593503642,,,,,,,31
Lincoln Halls at Park Drive Condominium,504213000,Multifamily Housing,11-15 Park Drive,52865,Multifamily Housing,4122496.4,0.137085065,0.851134861,,,,,,,87
Lincoln Plaza,304304400,Office,89 South Street,107432,Office,5997930.6,0.667038655,0.275640952,,,,,,,85
Lincoln Plaza: 66 Lincoln Street,304304100,Multifamily Housing,66 Lincoln Street,121500,Multifamily Housing,6105936,0.555547958,0.39671233,,,,,,,76
Lindsay Place Condo Trust,300028000,Multifamily Housing,11 Bowdoin St,51000,Multifamily Housing,3557306.7,0.170698259,0.814633189,,,,,,,63
Lionhead Apartments (Dudley): 3 Monadnock St.,1301236000,Multifamily Housing,3 Monadnock St,47624,Multifamily Housing,3256277.7,0.222795696,0.758058903,,,,,,,80
Lionhead Apartments (Dudley): 713 Dudley St.,1301235000,Multifamily Housing,713 Dudley St,40320,Multifamily Housing,2670244.8,0.200156468,0.782643561,,,,,,,85
LMI Realty Corp,2100792000,Multifamily Housing,56 Brighton Ave.,21235,Multifamily Housing,379408.3,0.783735459,0.148916089,,,,,,,
Loeb House,2200530000,Office,10 Harvard Way,6067,Office,230694.3,0.29220641,,0.682683101,,,,,,92
Loews Boston Hotel,401117000,Hotel,350 Stuart Street,172000,Hotel,20024330.9,0.41158729,0.553043912,,,,,,,42
Loftman Hall,,College/University,"163, 157, 153 Hemenway Street",53219,College/University,4626434.1,0.150166173,0.836929656,,,,,,,
Long Island Campus,107066000,Residence Hall/Dormitory,1 Long Island Rd,300000,Residence Hall/Dormitory,Not Available,,,,,,,,,
Long Island Firing Range,107066000,Police Station,Long Island Road,1000,Police Station,13294.4,0.920875617,,,,,,,,
Longfellow House: 885 South St,2004863000,Multifamily Housing,885 South St,44990,Multifamily Housing,3147840.1,0.258818329,0.718940711,,,,,,,39
Longfellow Manor Condominium,2101770000,Multifamily Housing,1486 Commonwealth avenue ,100000,"Multifamily Housing, Swimming Pool",4573243.9,0.018075602,0.980371154,,,,,,,100
Longwood Galleria,401914000,Mixed Use Property,400 Brookline Avenue,292745,"Hotel, Multifamily Housing, Office, Other, Other - Restaurant/Bar, Parking, Retail Store",39523330.5,0.618841549,0.107578429,0.220401322,,,,,,
Loretto Hall,401847000,Residence Hall/Dormitory,420 The Fenway,57190,Residence Hall/Dormitory,3958706,0.246291647,0.732543867,,,,,,,78
Lovejoy Wharf,303060001,Office,160 N. Washington St. ,236688,"Office, Retail Store",16505070.3,0.609622426,0.337991108,,,,,,,65
Lovejoy Wharf,303063000,Multifamily Housing,100 Lovejoy Place,253788,"Fitness Center/Health Club/Gym, Multifamily Housing, Restaurant",14709724.1,0.424826361,0.53866718,,,,,,,60
Lower Mills Branch,1704075000,Library,23 Richmond St,9940,Library,1196576.1,0.273420642,0.703083573,,,,,,,
Ludcke House,2200530000,Office,690 Soldiers Field Road,9611,Office,268163,0.37795086,,0.589570895,,,,,,93
LYNDON,2006132000,K-12 School,170 Russett Rd.,24708,K-12 School,1728443.5,0.149787135,0.837341226,,,,,,,66
LYON,2204028000,K-12 School,50 Beechcroft St.,13336,K-12 School,956217.7,0.386023141,0.580804978,,,,,,,36
MA0011ZZ - CPT JF WILLIAMS CG B,302959000,Office,408 ATLANTIC AV,176013,Office,Not Available,,,,,,,,,
MA0013ZZ - J W MCCORMACK BLDG,303881000,Office,5 POST OFFICE SQ,776861,"Courthouse, Office, Parking",32653575.9,0.47460052,0.00121037,0.48340543,,,,,,87
MA0050ZZ - MOAKLEY COURTHOUSE,602671010,Courthouse,1 COURTHOUSE WAY,915346,"Courthouse, Data Center, Parking, Prison/Incarceration, Residence Hall/Dormitory, Restaurant, Social/Meeting Hall",70975029,0.598482869,0.350087908,,,,,,,
MA0131ZZ - JFK FEDERAL BUILDING,302605000,Office,15 NEW SUDBURY STREET,971779,"Office, Parking",64704773.4,0.508637098,,0.447654366,,,,,,71
MA0153ZZ - TP O'NEILL FED BLDG,301920000,Office,10 CAUSEWAY STREET,773445,"Office, Parking",29641659.6,0.72107483,0.213927195,,,,,,26358.6,91
MA036_Avalon Exeter,401037085,Multifamily Housing,77 Exeter Street,268850,Multifamily Housing,13682504.8,0.66684083,0.275855778,,,,,,,43
MA040_AVA Back Bay,401037010,Multifamily Housing,790 Boylston Street,291222,Multifamily Housing,29842972.6,0.171824149,0.031913242,0.781497296,,,,,,11
MA041_Avalon Prudential Center 2,401037050,Multifamily Housing,780 Boylston Street,287111,Multifamily Housing,25654079.5,0.234484,,0.745366163,,,,,,17
MA042_Avalon Prudential Center 1,401037075,Multifamily Housing,770 Boylston Street,286043,Multifamily Housing,27095590.4,0.232647628,,0.747360342,,,,,,12
MA044_AVA Theater District,304910020,Multifamily Housing,45 Stuart St,498885,"Multifamily Housing, Parking",36278853.1,0.649080078,0.295142743,,,,,,,8
MA048_Avalon North Station,301922050,Multifamily Housing,1 Nashua Street,536912,Multifamily Housing,29846624.2,0.481145075,0.47750885,,,,,,,70
Main Campus,401842000,College/University,300 The Fenway,550200,"College/University, Parking",79068934.9,0.370729856,0.596977759,,,,,,,
Main College Building,401842000,College/University,300 The Fenway,197600,College/University,936728,,0.991750006,,,,,,,
Malvern Place Apartments,2100555000,Multifamily Housing,"40 Malvern St. Allston, Ma. 02134",39180,"Multifamily Housing, Parking",2666642.1,0.186578785,0.797388033,,,,,,,
"Mandarin Oriental, Boston",0401037810 0401037800,Multifamily Housing,772-776 Boylston Street,452336,"Bar/Nightclub, Hotel, Multifamily Housing, Other - Mall, Restaurant, Social/Meeting Hall",63841366.2,0.49009448,0.07858697,0.388771105,,,,,,1
Mandela Homes (Hammond St & Windsor St),901580000,Multifamily Housing,22 Hammond Street,186929,Multifamily Housing,6448149.3,0.320176128,0.652310284,,,,,,,100
Mandela Homes (Shawmut Ave),901150000,Multifamily Housing,586 572 SHAWMUT AV,109642,Multifamily Housing,13952367.9,0.192918352,0.790503646,,,,,,,37
MANNING,1902518000,K-12 School,130 Louders Ln.,22336,K-12 School,1614088.3,0.166393086,0.819308275,,,,,,,61
Maple Commons: Maple Commons,1202491000,Multifamily Housing,15 Maple Street,27344,Multifamily Housing,2468809,0.086857759,0.905678366,,,,,,,85
Marcus Garvey,903557000,Multifamily Housing,42 John Eliot Square,144181,Multifamily Housing,8276704.2,0.344303266,0.626109835,,,,,,,83
Marine Unit,303040000,Fire Station,50 Battery St,5000,Fire Station,605783.6,0.920867435,,,,,,,,
Mariner Condo Associates,303543000,Multifamily Housing,300 Commercial St,186285,Multifamily Housing,7601400.8,0.53356527,0.420584032,,,,,,,71
MARSHALL,1500740000,K-12 School,35 Westville St.,141091,"K-12 School, Swimming Pool",12903852.5,0.145957211,0.841500304,,,,,,,54
MASON,800504000,K-12 School,150 Norfolk Ave.,27642,K-12 School,2351468.9,0.105799213,0.885109176,,,,,,,54
Mason Place: 80 Mason St,304838000,Multifamily Housing,80 Mason St,134915,Multifamily Housing,8509992.5,0.208386374,0.773706416,,,,,,,82
Mason Pool,800504000,Other - Recreation,159 Norfolk Ave,13300,Other - Recreation,4098388.9,0.213318336,0.76835068,,,,,,,
